TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2019,8,25,11,0,MAIN ST / NATIONAL AVE,Central Business District,492726.484208,5458024.675340001
Theft from Vehicle,2019,7,31,1,27,MAIN ST / ONTARIO PL,Sunset,492611.51364399993,5453309.69427
Theft from Vehicle,2019,8,1,17,0,MAIN ST / POWELL ST,Strathcona,492759.2547,5458942.4691
Theft from Vehicle,2019,10,31,19,0,MAIN ST / POWELL ST,Strathcona,492759.2547,5458942.4691
Theft from Vehicle,2019,7,1,17,0,MAIN ST / PRIOR ST,Central Business District,492731.46609899995,5458227.74402
Theft from Vehicle,2019,7,20,18,30,MAIN ST / PRIOR ST,Central Business District,492731.46609899995,5458227.74402
Theft from Vehicle,2019,7,31,17,0,MAIN ST / PRIOR ST,Central Business District,492731.46609899995,5458227.74402
Theft from Vehicle,2019,9,21,18,0,MAIN ST / PRIOR ST,Central Business District,492731.46609899995,5458227.74402
Theft from Vehicle,2019,9,21,19,0,MAIN ST / PRIOR ST,Central Business District,492731.46609899995,5458227.74402
Theft from Vehicle,2019,10,15,21,0,MAIN ST / PRIOR ST,Central Business District,492731.46609899995,5458227.74402
Theft from Vehicle,2019,11,1,20,0,MAIN ST / PRIOR ST,Central Business District,492731.46609899995,5458227.74402
Theft from Vehicle,2019,11,4,15,0,MAIN ST / PRIOR ST,Central Business District,492731.46609899995,5458227.74402
Theft from Vehicle,2019,8,27,21,45,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.24501099996,5457784.57971
Theft from Vehicle,2019,9,22,21,30,MAIN ST / TERMINAL AVE,Mount Pleasant,492718.24501099996,5457784.57971
Theft from Vehicle,2019,7,10,19,0,MAIN ST / UNION ST,Central Business District,492733.662065,5458331.79734
Theft from Vehicle,2019,10,21,18,0,MAIN ST / UNION ST,Central Business District,492733.662065,5458331.79734
Theft from Vehicle,2019,9,13,15,0,MAINLAND ST / NELSON ST,Central Business District,491346.294594,5458214.85287
Theft from Vehicle,2019,7,15,18,30,MALKIN AVE / PRIOR ST,Strathcona,493189.9256,5458217.130030001
Theft from Vehicle,2019,11,1,0,0,MANITOBA ST / W 2ND AVE,Mount Pleasant,492243.133272,5457396.24304
Theft from Vehicle,2019,7,11,10,30,MANITOBA ST / W 3RD AVE,Mount Pleasant,492243.95462200005,5457292.564130001
Theft from Vehicle,2019,8,6,8,0,MANITOBA ST / W BROADWAY AVE,Mount Pleasant,492227.292671,5456703.839319999
Theft from Vehicle,2019,10,17,23,0,MANSON ST / W 41ST AVE,South Cambie,491308.345672,5453445.03414
Theft from Vehicle,2019,7,27,21,0,MAPLE ST / MCNICOLL AVE,Kitsilano,489084.118397,5458176.77802
Theft from Vehicle,2019,8,27,1,0,MAPLE ST / W 2ND AVE,Kitsilano,489062.36179700005,5457466.89455
Theft from Vehicle,2019,10,31,23,31,MAPLE ST / WHYTE AVE,Kitsilano,489081.800382,5458079.14085
Theft from Vehicle,2019,9,15,23,33,MARINASIDE CRES / PACIFIC BLVD,Central Business District,491633.640001,5457941.80741
Theft from Vehicle,2019,9,29,11,0,MARINE WAY / SAWMILL CRES,Killarney,497556.523198,5450465.36483
Theft from Vehicle,2019,8,22,23,0,MCLEAN DR / PARKER ST,Grandview-Woodland,494585.150937,5458120.0055599995
Theft from Vehicle,2019,7,4,17,0,MCLEAN DR / POWELL ST,Grandview-Woodland,494614.33511800005,5458945.53102
Theft from Vehicle,2019,9,17,16,0,MCRAE AVE / THE CRESCENT CRES,Shaughnessy,490108.870018,5455954.70412
Theft from Vehicle,2019,10,15,23,0,MILROSS AVE / QUEBEC ST,Central Business District,492575.43891,5458152.24553
Theft from Vehicle,2019,10,18,1,0,MILROSS AVE / QUEBEC ST,Central Business District,492575.43891,5458152.24553
Theft from Vehicle,2019,9,7,2,56,N PENTICTON ST / OXFORD ST,Hastings-Sunrise,496220.95646300004,5459216.64969
Theft from Vehicle,2019,10,17,11,30,NATIONAL AVE / QUEBEC ST,Central Business District,492577.677216,5458030.74025
Theft from Vehicle,2019,9,4,14,30,NATIONAL AVE / STATION ST,Strathcona,492791.74645200005,5458019.60896
Theft from Vehicle,2019,10,13,4,0,NELSON ST / NICOLA ST,West End,490232.700451,5459319.50148
Theft from Vehicle,2019,9,14,15,11,NELSON ST / RICHARDS ST,Central Business District,491193.221371,5458365.532319999
Theft from Vehicle,2019,8,17,12,30,NELSON ST / SEYMOUR ST,Central Business District,491125.65980200004,5458434.488919999
Theft from Vehicle,2019,7,8,16,0,NELSON ST / SEYMOUR ST,Central Business District,491125.660226,5458434.48907
Theft from Vehicle,2019,7,18,12,0,NELSON ST / SEYMOUR ST,Central Business District,491125.660226,5458434.48907
Theft from Vehicle,2019,7,26,23,30,NELSON ST / SEYMOUR ST,Central Business District,491125.660226,5458434.48907
Theft from Vehicle,2019,9,12,16,22,NELSON ST / SEYMOUR ST,Central Business District,491125.660226,5458434.48907
Theft from Vehicle,2019,10,17,20,0,NELSON ST / SEYMOUR ST,Central Business District,491125.660226,5458434.48907
Theft from Vehicle,2019,10,20,15,0,NELSON ST / SEYMOUR ST,Central Business District,491125.660226,5458434.48907
Theft from Vehicle,2019,11,4,7,0,NELSON ST / SEYMOUR ST,Central Business District,491125.660226,5458434.48907
Theft from Vehicle,2019,10,20,22,15,NICOLA ST / PENDRELL ST,West End,490081.922747,5459164.66472
Theft from Vehicle,2019,7,5,3,30,NICOLA ST / W HASTINGS ST,Central Business District,490663.613478,5459754.876680001
Theft from Vehicle,2019,7,19,21,0,NOOTKA ST / TURNER ST,Hastings-Sunrise,496984.83293699997,5458483.45091
Theft from Vehicle,2019,9,26,18,25,NW MARINE DR / W 4TH AVE,West Point Grey,485455.916133,5457353.64934
Theft from Vehicle,2019,8,20,22,0,OAK ST / W 13TH AVE,Fairview,490778.48126800003,5456326.60731
Theft from Vehicle,2019,9,6,17,0,OAK ST / W 13TH AVE,Fairview,490778.48126800003,5456326.60731
Theft from Vehicle,2019,9,6,20,0,OAK ST / W 13TH AVE,Fairview,490778.48126800003,5456326.60731
Theft from Vehicle,2019,11,14,1,30,OAK ST / W 13TH AVE,Fairview,490778.48126800003,5456326.60731
Theft from Vehicle,2019,8,13,9,20,OAK ST / W 14TH AVE,Fairview,490776.178446,5456224.65666
Theft from Vehicle,2019,10,17,14,30,ONTARIO ST / SW MARINE DR,Marpole,492237.95998999994,5451060.28794
Theft from Vehicle,2019,7,18,17,0,ONTARIO ST / W 1ST AVE,Mount Pleasant,492388.727971,5457494.52573
Theft from Vehicle,2019,7,10,0,0,ONTARIO ST / W 3RD AVE,Mount Pleasant,492384.185705,5457287.52115
Theft from Vehicle,2019,10,9,17,30,PACIFIC BLVD / PAT QUINN WAY,Central Business District,492167.96999799996,5458269.65151
Theft from Vehicle,2019,7,13,14,0,PACIFIC BLVD / SMITHE ST,Central Business District,491779.88788500003,5458018.449469999
Theft from Vehicle,2019,7,20,20,0,PACIFIC BLVD / SMITHE ST,Central Business District,491779.88788500003,5458018.449469999
Theft from Vehicle,2019,8,19,16,26,PACIFIC BLVD / SMITHE ST,Central Business District,491779.88788500003,5458018.449469999
Theft from Vehicle,2019,10,29,7,26,PANDORA ST / SALSBURY DR,Grandview-Woodland,495035.136754,5458925.88004
Theft from Vehicle,2019,9,17,12,27,PENDRELL ST / THURLOW ST,West End,490533.984649,5458713.41464
Theft from Vehicle,2019,11,10,13,25,PENDRELL ST / THURLOW ST,West End,490533.984649,5458713.41464
Theft from Vehicle,2019,11,5,21,0,PINE ST / W 14TH AVE,Fairview,489553.86197200004,5456256.70184
Theft from Vehicle,2019,8,27,22,30,PINE ST / W 15TH AVE,Fairview,489550.719453,5456153.68601
Theft from Vehicle,2019,7,25,3,55,PINE ST / W 6TH AVE,Fairview,489574.007703,5457065.59712
Theft from Vehicle,2019,7,3,15,0,PINE ST / W BROADWAY AVE,Fairview,489565.79847,5456776.435380001
Theft from Vehicle,2019,9,19,18,25,POWELL ST / WATER ST,Central Business District,492436.23560699995,5458962.4705300005
Theft from Vehicle,2019,8,29,17,30,PRIOR ST / QUEBEC ST,Central Business District,492570.83401099994,5458232.5504
Theft from Vehicle,2019,7,6,18,0,PRIOR ST / STATION ST,Strathcona,492797.89178199996,5458224.232919999
Theft from Vehicle,2019,7,21,13,37,PRIOR ST / STATION ST,Strathcona,492797.89178199996,5458224.232919999
Theft from Vehicle,2019,11,5,22,0,PRIOR ST / STATION ST,Strathcona,492797.89178199996,5458224.232919999
Theft from Vehicle,2019,11,9,19,0,PRIOR ST / STATION ST,Strathcona,492797.89178199996,5458224.232919999
Theft from Vehicle,2019,10,12,10,51,QUEBEC ST / SWITCHMEN ST,Mount Pleasant,492567.107243,5457610.01514
Theft from Vehicle,2019,11,6,23,0,QUEBEC ST / SWITCHMEN ST,Mount Pleasant,492567.107243,5457610.01514
Theft from Vehicle,2019,7,22,15,30,RAYMUR AVE / VENABLES ST,Strathcona,493991.3051979999,5458233.91645
Theft from Vehicle,2019,8,2,8,20,RICHARDS ST / ROBSON ST,Central Business District,491427.097246,5458601.66766
Theft from Vehicle,2019,8,2,19,30,RICHARDS ST / ROBSON ST,Central Business District,491427.097246,5458601.66766
Theft from Vehicle,2019,9,15,13,15,RICHARDS ST / ROBSON ST,Central Business District,491427.097246,5458601.66766
Theft from Vehicle,2019,9,27,22,0,RICHARDS ST / ROBSON ST,Central Business District,491427.097246,5458601.66766
Theft from Vehicle,2019,10,6,20,30,RICHARDS ST / ROBSON ST,Central Business District,491427.097246,5458601.66766
Theft from Vehicle,2019,10,11,10,30,RICHARDS ST / ROBSON ST,Central Business District,491427.097246,5458601.66766
Theft from Vehicle,2019,7,27,23,40,RICHARDS ST / SMITHE ST,Central Business District,491309.973291,5458483.9659
Theft from Vehicle,2019,8,4,4,0,RICHARDS ST / SMITHE ST,Central Business District,491309.973291,5458483.9659
Theft from Vehicle,2019,8,20,4,50,RICHARDS ST / SMITHE ST,Central Business District,491309.973291,5458483.9659
Theft from Vehicle,2019,9,16,20,45,RICHARDS ST / SMITHE ST,Central Business District,491309.973291,5458483.9659
Theft from Vehicle,2019,9,22,1,0,RICHARDS ST / SMITHE ST,Central Business District,491309.973291,5458483.9659
Theft from Vehicle,2019,10,7,18,0,RICHARDS ST / SMITHE ST,Central Business District,491309.973291,5458483.9659
Theft from Vehicle,2019,10,8,23,0,RICHARDS ST / SMITHE ST,Central Business District,491309.973291,5458483.9659
Theft from Vehicle,2019,10,16,3,40,RICHARDS ST / SMITHE ST,Central Business District,491309.973291,5458483.9659
Theft from Vehicle,2019,10,20,2,0,RICHARDS ST / SMITHE ST,Central Business District,491309.973291,5458483.9659
Theft from Vehicle,2019,10,29,20,10,RICHARDS ST / SMITHE ST,Central Business District,491309.973291,5458483.9659
Theft from Vehicle,2019,10,31,7,30,RICHARDS ST / SMITHE ST,Central Business District,491309.973291,5458483.9659
Theft from Vehicle,2019,11,14,1,38,RICHARDS ST / SMITHE ST,Central Business District,491309.973291,5458483.9659
Theft from Vehicle,2019,9,19,19,30,RICHARDS ST / W CORDOVA ST,Central Business District,491933.461847,5459112.15432
Theft from Vehicle,2019,9,22,1,0,RICHARDS ST / W CORDOVA ST,Central Business District,491933.461847,5459112.15432
Theft from Vehicle,2019,10,18,12,0,RICHARDS ST / W CORDOVA ST,Central Business District,491933.461847,5459112.15432
Theft from Vehicle,2019,9,30,19,0,RICHARDS ST / W GEORGIA ST,Central Business District,491549.423632,5458724.16677
Theft from Vehicle,2019,10,12,18,0,RICHARDS ST / W GEORGIA ST,Central Business District,491549.423632,5458724.16677
Theft from Vehicle,2019,7,6,10,55,RICHARDS ST / W GEORGIA ST,Central Business District,491549.42376000003,5458724.1665199995
Theft from Vehicle,2019,7,9,16,20,RICHARDS ST / W GEORGIA ST,Central Business District,491549.42376000003,5458724.1665199995
Theft from Vehicle,2019,7,9,17,55,RICHARDS ST / W GEORGIA ST,Central Business District,491549.42376000003,5458724.1665199995
Theft from Vehicle,2019,7,17,5,45,RICHARDS ST / W GEORGIA ST,Central Business District,491549.42376000003,5458724.1665199995
Theft from Vehicle,2019,7,21,22,0,RICHARDS ST / W GEORGIA ST,Central Business District,491549.42376000003,5458724.1665199995
Theft from Vehicle,2019,7,22,7,0,RICHARDS ST / W GEORGIA ST,Central Business District,491549.42376000003,5458724.1665199995
Theft from Vehicle,2019,8,1,15,50,RICHARDS ST / W GEORGIA ST,Central Business District,491549.42376000003,5458724.1665199995
Theft from Vehicle,2019,8,5,20,45,RICHARDS ST / W GEORGIA ST,Central Business District,491549.42376000003,5458724.1665199995
Theft from Vehicle,2019,8,27,13,30,RICHARDS ST / W GEORGIA ST,Central Business District,491549.42376000003,5458724.1665199995
Theft from Vehicle,2019,8,31,23,0,RICHARDS ST / W GEORGIA ST,Central Business District,491549.42376000003,5458724.1665199995
Theft from Vehicle,2019,10,30,16,30,RICHARDS ST / W GEORGIA ST,Central Business District,491549.42376000003,5458724.1665199995
Theft from Vehicle,2019,10,30,17,30,RICHARDS ST / W GEORGIA ST,Central Business District,491549.42376000003,5458724.1665199995
Theft from Vehicle,2019,11,13,18,0,RICHARDS ST / W GEORGIA ST,Central Business District,491549.42376000003,5458724.1665199995
Theft from Vehicle,2019,8,2,23,15,RICHARDS ST / W HASTINGS ST,Central Business District,491861.38471300004,5459038.69873
Theft from Vehicle,2019,10,5,22,0,RICHARDS ST / W HASTINGS ST,Central Business District,491861.38471300004,5459038.69873
Theft from Vehicle,2019,7,4,14,22,RICHARDS ST / W PENDER ST,Central Business District,491791.754383,5458968.7534300005
Theft from Vehicle,2019,7,4,22,0,RICHARDS ST / W PENDER ST,Central Business District,491791.754383,5458968.7534300005
Theft from Vehicle,2019,7,8,11,50,RICHARDS ST / W PENDER ST,Central Business District,491791.754383,5458968.7534300005
Theft from Vehicle,2019,8,4,6,30,RICHARDS ST / W PENDER ST,Central Business District,491791.754383,5458968.7534300005
Theft from Vehicle,2019,8,11,21,0,RICHARDS ST / W PENDER ST,Central Business District,491791.754383,5458968.7534300005
Theft from Vehicle,2019,8,18,10,30,RICHARDS ST / W PENDER ST,Central Business District,491791.754383,5458968.7534300005
Theft from Vehicle,2019,8,18,21,15,RICHARDS ST / W PENDER ST,Central Business District,491791.754383,5458968.7534300005
Theft from Vehicle,2019,8,19,23,0,RICHARDS ST / W PENDER ST,Central Business District,491791.754383,5458968.7534300005
Theft from Vehicle,2019,8,23,21,30,RICHARDS ST / W PENDER ST,Central Business District,491791.754383,5458968.7534300005
Theft from Vehicle,2019,8,26,9,30,RICHARDS ST / W PENDER ST,Central Business District,491791.754383,5458968.7534300005
Theft from Vehicle,2019,8,31,12,0,RICHARDS ST / W PENDER ST,Central Business District,491791.754383,5458968.7534300005
Theft from Vehicle,2019,10,18,12,40,RICHARDS ST / W PENDER ST,Central Business District,491791.754383,5458968.7534300005
Theft from Vehicle,2019,10,22,13,0,RICHARDS ST / W PENDER ST,Central Business District,491791.754383,5458968.7534300005
Theft from Vehicle,2019,10,26,14,0,RICHARDS ST / W PENDER ST,Central Business District,491791.754383,5458968.7534300005
Theft from Vehicle,2019,7,3,13,30,ROBSON ST / SEYMOUR ST,Central Business District,491359.81134799996,5458669.90964
Theft from Vehicle,2019,7,17,11,41,ROBSON ST / SEYMOUR ST,Central Business District,491359.81134799996,5458669.90964
Theft from Vehicle,2019,8,27,13,15,ROBSON ST / SEYMOUR ST,Central Business District,491359.81134799996,5458669.90964
Theft from Vehicle,2019,10,19,22,0,ROBSON ST / SEYMOUR ST,Central Business District,491359.81134799996,5458669.90964
Theft from Vehicle,2019,11,6,19,0,ROBSON ST / SEYMOUR ST,Central Business District,491359.81134799996,5458669.90964
Theft from Vehicle,2019,7,21,20,11,ROBSON ST / THURLOW ST,West End,490920.423265,5459101.60537
Theft from Vehicle,2019,8,4,11,0,ROBSON ST / THURLOW ST,West End,490920.423265,5459101.60537
Theft from Vehicle,2019,11,11,12,0,SE MARINE DR / VICTORIA DR,Victoria-Fraserview,495184.634423,5450763.37176
Theft from Vehicle,2019,10,27,2,30,SEMLIN DR / TURNER ST,Grandview-Woodland,495370.01182700007,5458488.68672
Theft from Vehicle,2019,7,7,8,0,SEYMOUR ST / SMITHE ST,Central Business District,491242.015496,5458550.53125
Theft from Vehicle,2019,7,19,22,30,SEYMOUR ST / SMITHE ST,Central Business District,491242.015496,5458550.53125
Theft from Vehicle,2019,8,1,21,30,SEYMOUR ST / SMITHE ST,Central Business District,491242.015496,5458550.53125
Theft from Vehicle,2019,8,25,7,30,SEYMOUR ST / SMITHE ST,Central Business District,491242.015496,5458550.53125
Theft from Vehicle,2019,10,16,0,0,SEYMOUR ST / SMITHE ST,Central Business District,491242.015496,5458550.53125
Theft from Vehicle,2019,10,20,1,30,SEYMOUR ST / SMITHE ST,Central Business District,491242.015496,5458550.53125
Theft from Vehicle,2019,11,7,11,0,SEYMOUR ST / SMITHE ST,Central Business District,491242.015496,5458550.53125
Theft from Vehicle,2019,8,7,19,30,SEYMOUR ST / W CORDOVA ST,Central Business District,491865.69703000004,5459181.01343
Theft from Vehicle,2019,7,25,20,30,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.632312,5458792.375990001
Theft from Vehicle,2019,8,7,19,0,SEYMOUR ST / W GEORGIA ST,Central Business District,491480.632312,5458792.375990001
Theft from Vehicle,2019,7,13,20,0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,7,28,16,8,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,7,30,17,0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,8,1,21,0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,8,7,13,30,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,8,23,7,0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,8,27,19,40,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,8,29,22,41,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,9,10,7,45,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,9,15,22,0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,9,22,9,0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,10,4,8,0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,10,15,6,20,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,10,20,1,30,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,10,20,13,0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,10,20,22,0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,10,24,21,8,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,10,27,7,15,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,11,10,8,30,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,11,12,9,0,SEYMOUR ST / W PENDER ST,Central Business District,491721.62328400003,5459035.91691
Theft from Vehicle,2019,7,5,18,37,SHANGHAI ALLY / TAYLOR ST,Central Business District,492301.42929899995,5458598.973180001
Theft from Vehicle,2019,7,28,16,16,SHANGHAI ALLY / TAYLOR ST,Central Business District,492301.42929899995,5458598.973180001
Theft from Vehicle,2019,9,14,14,0,SHANGHAI ALLY / TAYLOR ST,Central Business District,492301.42929899995,5458598.973180001
Theft from Vehicle,2019,11,1,0,0,SPENCER ST / VANNESS AVE,Renfrew-Collingwood,497329.995061,5454165.46251
Theft from Vehicle,2019,10,30,8,0,SPRUCE ST / W BROADWAY AVE,Fairview,490614.24579300004,5456750.256
Theft from Vehicle,2019,10,27,17,0,STATION ST / TERMINAL AVE,Strathcona,492825.733669,5457754.58911
Theft from Vehicle,2019,7,6,13,0,STEPHENS ST / W 12TH AVE,Kitsilano,487894.875704,5456524.12092
Theft from Vehicle,2019,10,31,18,33,SW MARINE DR / W 70TH AVE,Marpole,489645.926017,5450649.83614
Theft from Vehicle,2019,8,7,19,0,TAYLOR ST / W PENDER ST,Central Business District,492319.99821899994,5458667.07699
Theft from Vehicle,2019,8,13,15,45,TAYLOR ST / W PENDER ST,Central Business District,492319.99821899994,5458667.07699
Theft from Vehicle,2019,9,6,12,0,TAYLOR ST / W PENDER ST,Central Business District,492319.99821899994,5458667.07699
Theft from Vehicle,2019,9,29,12,0,TAYLOR ST / W PENDER ST,Central Business District,492319.99821899994,5458667.07699
Theft from Vehicle,2019,10,13,19,44,TAYLOR ST / W PENDER ST,Central Business District,492319.99821899994,5458667.07699
Theft from Vehicle,2019,10,20,12,32,TAYLOR ST / W PENDER ST,Central Business District,492319.99821899994,5458667.07699
Theft from Vehicle,2019,10,21,18,45,TED_NORTHE LANE / THURLOW ST,West End,490730.977267,5458911.02994
Theft from Vehicle,2019,8,27,23,0,THURLOW ST / W CORDOVA ST,Central Business District,491334.26122299995,5459516.07043
Theft from Vehicle,2019,9,27,20,15,THURLOW ST / W CORDOVA ST,Central Business District,491334.26122299995,5459516.07043
Theft from Vehicle,2019,9,4,21,0,TRAFALGAR ST / W 2ND AVE,Kitsilano,488034.72527,5457493.58061
Theft from Vehicle,2019,8,16,0,0,TRAFALGAR ST / W 34TH AVE,Arbutus Ridge,487944.19798100006,5454297.543740001
Theft from Vehicle,2019,9,3,19,0,TRIMBLE ST / W 13TH AVE,West Point Grey,484998.321631,5456497.76045
Theft from Vehicle,2019,10,31,22,0,VINE ST / W 14TH AVE,Kitsilano,488516.908064,5456289.6963599995
Theft from Vehicle,2019,9,27,22,30,VINE ST / W 2ND AVE,Kitsilano,488546.44730299996,5457480.22906
Theft from Vehicle,2019,7,25,20,0,W 10TH AVE / WALLACE ST,West Point Grey,486115.21599700005,5456774.77917
Theft from Vehicle,2019,7,8,20,40,W 12TH AVE / YEW ST,Kitsilano,488691.73062399996,5456486.183759999
Theft from Vehicle,2019,10,10,15,0,W 14TH AVE / WATERLOO ST,Kitsilano,486902.381917,5456348.109130001
Theft from Vehicle,2019,10,31,15,0,W 14TH AVE / YUKON ST,Mount Pleasant,491772.19805500004,5456221.2095
Theft from Vehicle,2019,7,20,19,0,W 1ST AV / YEW ST,Kitsilano,488721.32649799995,5457573.97426
Theft from Vehicle,2019,9,18,16,25,W 2ND AVE / WYLIE ST,Mount Pleasant,491776.9503479999,5457200.20373
Theft from Vehicle,2019,9,29,12,38,W 2ND AVE / YEW ST,Kitsilano,488718.88424,5457475.837180001
Theft from Vehicle,2019,8,1,18,30,W 33RD AVE / WILLOW ST,South Cambie,491001.194113,5454285.85128
Theft from Vehicle,2019,9,8,14,0,W 4TH AVE / YEW ST,Kitsilano,488713.609843,5457277.274259999
Theft from Vehicle,2019,7,24,7,30,W 7TH AVE / YUKON ST,Mount Pleasant,491789.38700600003,5456900.44692
Theft from Vehicle,2019,8,24,18,0,W 8TH AVE / WILLOW ST,Fairview,491138.884615,5456836.97729
Theft from Vehicle,2019,7,4,0,0,W BROADWAY AVE / YUKON ST,Mount Pleasant,491786.41657799995,5456719.02061
Theft from Vehicle,2019,7,20,3,30,W CORDOVA ST / WATER ST,Central Business District,491933.461847,5459112.15432
Theft from Vehicle,2019,8,20,11,0,W CORDOVA ST / WATER ST,Central Business District,491933.461847,5459112.15432
Theft from Vehicle,2019,7,10,19,30,W KENT AVE N / YUKON ST,Marpole,491601.05053999997,5450410.970869999
Theft from Vehicle,2019,7,31,6,45,X ALEXANDER ST,Central Business District,492439.155066,5458970.43997
Theft from Vehicle,2019,7,18,19,45,X ALEXANDER ST,Central Business District,492441.244971,5458972.03127
Theft from Vehicle,2019,9,27,22,0,X ALEXANDER ST,Central Business District,492445.42478,5458975.213880001
Theft from Vehicle,2019,8,18,2,30,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft from Vehicle,2019,9,21,21,8,X E CORDOVA ST,Central Business District,492422.046301,5458861.85606
Theft from Vehicle,2019,10,13,4,16,X E KING EDWARD AVE,Riley Park,492372.345909,5455115.4456
Theft from Vehicle,2019,7,3,18,30,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,7,8,1,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,7,15,19,30,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,7,21,12,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,7,25,2,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,7,28,18,3,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,7,31,20,30,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,8,1,0,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,8,1,18,30,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,8,4,22,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,8,5,12,30,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,8,8,9,55,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,8,8,16,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,8,12,9,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,8,14,21,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,8,16,9,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,8,17,16,6,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,8,19,21,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,8,21,8,5,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,8,23,16,30,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,8,31,1,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,9,1,16,46,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,9,6,22,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,9,9,22,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,9,11,6,15,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,9,14,0,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,9,14,18,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,9,22,21,30,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,9,24,12,19,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,9,27,0,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,10,4,19,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,10,6,13,0,X NK_LOC ST,,492765.937433,5458793.303169999
Theft from Vehicle,2019,10,6,15,0,X NK_LOC ST,,492765.937433,5458793.303169999
